overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
5.0,False,"02 27, 2011",A2ZZHMT58ZMVCZ,B0041KKYEM,{'Format:': ' DVD'},LPower Inkhorn NLP Trainer,"For director Darren Aronofsky, the pipe dream of Pi, and the promise of&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/The-Wrestler/dp/B001TOD92C/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">The Wrestler</a>has become the reality of Black Swan.

For actress Natalie Portman, Black Swan has offered the best role and she has delivered the best performance of her career.  She lost 20 pounds to play the role.

Nina Sayers operates in the highly competitive and perfectionistic world of ballet.  She is perfectionistic and insecure.  'I just want to be perfect.' When the prima ballerina played by Winona Ryder is forced to retire, because she is considered too old though she is still young, numerous dancers vie for her position, to play the lead role in the Black Swan. In the story the white swan representing the light wants the prince, and the black swan representing the dark side swoops in and seduces the prince.

The dancer has to dance both roles. In the privacy of the bathroom and away from public eyes her insecurities get the better of her. So begins the descent into madness.  In order to play both roles she has to tap her own dark side, which she has repressed all her life.  The question becomes will she be able to play the role and recover, and triumph, or will she so overidentify with the role that she meets a similar fate as the white swan.  The director of the ballet grabs her.  He has seduced the prima ballerinas before, and says 'I want there to be no boundaries between us.' Almost as soon as the production starts, the black swan manifests in the form of Mila Kunis, who coincidentally has black wings tattooed on her back.

At home the controlling mother played brilliantly by Barbara Hershey has no sense of boundaries, and intrudes in her private domain of the bathroom, and the bedroom.

Almost as soon as the production starts, the black swan manifests in the form of Mila Kunis, who coincidentally has black wings tattooed on her back, and onto whom she projects her insecurities. Will she seduce the dark prince, the director.

What I liked particularly about this movie is the seamlessness of the directors vision.  Sometimes its dissociated as she is in the picture and we are following her.  When this happens we are in reality.  The it moves to the subjective and we are seeing what she sees, and we are having having some of the same difficulties she has determining what is real and what is projection, and we find it difficult sometimes to tell the difference.  Much has been made of the raunchy love scene with Mila Kunis, and it was good.

In fact, if you are like me you may need to watch it a second time to figure this out better.

Typically, the Academy award goes for two types of roles:

1. The psychopath eg no Country for Old men, and There Will be blood

2.  The person with a social or personal disability, having to deal with great adversity, overcoming great odds, mental illness addiction etc. eg Jeffrey Rush in Shine  Russell Crowe in a Beautiful Mind, Jeff Bridges as an alcoholic in Crazy Heart.

If this year follows the usual pattern, Natalie Portman will win as the mentally ill ballerina, Colin Firth as the Stammering king in The Kings Speech, and Chrisian bale as the crackhead boxing coach in The Fighter.  While I favor Aronofsky for Best Picture and Best Director, it's by no means as clear cut as the the acting categories, as the Fighter, True Grit and Kings Speech are very evenly matched for quality.

There are parallels between Black Swan and other movies where art imitates life.  If you wish to explore other great movies, I recommend the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/The-Double-Life-of-Veronique-The-Criterion-Collection-Blu-ray/dp/B004CGUC10/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">The Double Life of Veronique (The Criterion Collection) [Blu-ray</a>] also recommended by Roger Ebert, and&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/The-Red-Shoes-The-Criterion-Collection-Blu-ray/dp/B003ICZW8C/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">The Red Shoes (The Criterion Collection) [Blu-ray</a>] most of all which features a ballerina with a controlling svengali like director.

I happen to be a big fan of Natalie Portman although I have not really followed her career till the last two years.  If you wish to explore further I highly recommend&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/The-Professional/dp/0767802519/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">The Professional</a>(aka the Cleaner), her very first role where in the stylish Luc Besson movie.  There are several different versions. An outstanding movie, and the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/The-Other-Boleyn-Girl/dp/B0012QE4Q2/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">The Other Boleyn Girl</a>&nbsp;where she stars with Scarlett Johansson.  I hope you found this review helfpul.",The second most important role of her life,1298764800,8,
5.0,True,"11 1, 2015",A3BQNNVLK4LNBI,B000BZISRG,{'Format:': ' Amazon Video'},JOHN,GREAT,Five Stars,1446336000,,
5.0,True,"08 10, 2012",A9L68R5VQPDYY,B0000A2ZNX,,ammermanii,"I saw this movie , then read the book, and then I saw the  Mini-Series on TV.  They are all wonderful.  I have been stationed in Japan and gotten to see some of the places in the movie.  The Villiges, the people, the temples, Wow.",Old Japan,1344556800,,
5.0,True,"06 8, 2012",A30UB45WYOW0IX,B004FN253I,{'Format:': ' DVD'},TManStudio,"This is an excellent DVD telling the history and creation of the Appalachian Trail, If you want to know about it, I would suggest watching this.",Nat'l Geographic AT DVD,1339113600,,
5.0,False,"06 19, 2013",A22VNXHU6IZ5MT,6300158764,{'Format:': ' Blu-ray'},Jason P. Pumphrey,"This is an incredible restoration of the classic film ""Suddenly"" starring Frank Sinatra, Sterling Hayden and James Gleason.
Even though it has a very short running time at 76 minutes its still a great film nonetheless from the opening scene to the end credits.
This one of the great Sinatra films that fell into the public domain, the others being The Man With The Golden Arm and Till The Clouds Roll By.
This is the best this classic film has ever looked on home video!
Special features include an audio commentary, a trailer and a restoration demo.
This release comes HIGHLY RECOMMENDED!",incredible restoration from the folks at Film Chest!,1371600000,2,
5.0,True,"01 8, 2017",A1UHWJON8XS24M,B00HHVFW6M,{'Format:': ' DVD'},Amazon Customer,like it,Five Stars,1483833600,,
5.0,True,"09 20, 2017",A151Q5EOPH37HF,B001JAHRGK,{'Format:': ' DVD'},Randall Wahlert,I Love it...,I Love it...,1505865600,,
5.0,True,"03 4, 2017",AURSV0GUZ1DN4,630396155X,{'Format:': ' DVD'},bgdckmcgee,Outstanding movie.,Worth the price and then some.,1488585600,,
5.0,False,"06 11, 2014",A1K7X23UDT0R7V,B00EV5I8JA,{'Format:': ' Blu-ray'},Winston D. Jen,"Black Lagoon became the anime action king in 2006 with its non-stop thrills, blood and fearless take on unfettered organised crime. The Second Barrage was even better, with content so extreme it's difficult to watch.

I am happy to proclaim a new champion on the hill: Jormungand. While Black Lagoon's crew are tied together by fear and mutual exploitation, Jormungand's operation is slick, well-oiled and cemented on a solid foundation of respect and co-operation. Most of Koko's crew are ex-army elites (except for Jonah). Velmet is one of the most formidable and terrifying femme fatales of the past decade in anime. Her story arc spans several episodes and is almost resolved at the end of the series. Almost.

Character development is complete and never dull. The majority of expositions are crisp and to the point. Villains are a riot to watch and never overstay their welcome. The man-girl slaughterhouse Orchestra and the threesome of havoc are two cases in point. Speaking of which, so are the battle scenes. They're never slow or drawn-out. It's like the budget for Hellsing Ultimate was crammed into 4-minute bursts of sheer action win. The scenes with the CIA and KoKo's underhanded dealings in the high-stakes weapons industry are a fun way to look at the death merchant industry without trivialising the scene too much.",Black Lagoon Dethroned!,1402444800,3,
4.0,True,"12 31, 2010",A3FDO58UAHVQD1,B0009S2KC4,{'Format:': ' DVD'},Servo,"Kick off another season of TNBC fun with the Bayside gang on Saved By The Bell: The New Class - Season 4. With R.J. gone (just gone, with no explanation), Tommy D ""away at Florida"" and Lindsay ""at Woodward Academy"", remaining students Rachel, Ryan, and Maria are joined this season by Valley high transfers Eric Little (Anthony Harrell) and Katie Peterson (Lindsey McKeon) and from New York, Ryan's step-bro Nicky Farina (Ben Gould). All are welcome additions to the cast. Arguably, the best new class lineup. And also the last to feature Sarah Lancaster as Rachel. Highlights this season include ""Fall Formal"", ""Trash TV"", ""Fire at the Max"" and ""The Kiss"" featuring (in a rare TNBC crossover) Megan Parlen & Amy Wright as Mary Beth Pepperton & Paige Peterson from other popular TNBC show, Hang Time.

Guest stars include: Amy Jo Johnson (Mighty Morphin Power Rangers, Felicity) as Linda in ""Backstage Pass""; Gabrielle Union (Bring It On, Bad Boys II) as Jennifer in ""The Tall and Short of It""; Indianapolis Colts quarterback Jim Harbaugh as Screech's cousin, Persia White (Girlfriends) as Heather, and Patrick T. O'Brien (original series teacher Mr. Dewey) in ""Little Hero""; Grady Harrell III (real-life brother of Anthony Harrell) as Eric's Brother #1 in ""Fall Formal""; Shaun Weiss (The Mighty Ducks) as Hiram in ""The Last to Know""; Jack Carter (The Ed Sullivan Show) as Larry Madison, and Milo Ventimiglia (Heroes) as Greg in ""The Final Curtain""; Blind Date host Roger Lodge and Miss America 1993 Leanza Cornett as Rick and Carol respectively in ""Trash TV""'; and Gary Collins as Skip Connors in ""The Wrong Stuff"". Look for cameos from series composer Rich Eames and writer/producer Jeffrey J. Sachs in ""Fire at the Max Part 1"", and original series star Mario Lopez as A.C. Slater in ""Fire at the Max Part 2"".

Saved By The Bell: The New Class - Season 4 is a 3-disc (single-sided) set featuring all 26 episodes from the 1996-1997 season in Full-Frame (1.33:1) video and Dolby Digital 2.0 mono audio. The audio is fine and consistent with the previous sets while the video quality (seemingly improved, though still could be better) is apparently the best that Image Entertainment can muster. The discs are housed in a 3-disc black amaray case which perfectly holds the discs in place without scratching and without strain to remove. Here are the episodes (as listed in the DVD menus) and how the discs will be configured.

Disc 1:
Oh, Brother (episode 66)
Unequal Opportunity (episode 67)
Backstage Pass (episode 68)
Baby Care (episode 69)
The Tall and Short of It (episode 70)
Little Hero (episode 71)
Student Court (episode 72)
Fall Formal (episode 73)
Wrestling with Failure (episode 74)

Disc 2:
To Tell the Truth (episode 75)
Renaissance Faire (episode 76)
The Last To Know (episode 77)
The Final Curtain (episode 78)
Hospital Blues (episode 79)
Trash TV (episode 80)
Karate Kids (eisode 81)
Vote Screech (episode 82)
Campaign Fever (episode 83)

Disc 3:
The Wrong Stuff (episode 84)
Science Fair (episode 85)
The Fifth Wheel (episode 86)
The Kiss (episode 87)
Balancing Act (episode 88)
Stealing Screech (episode 89)
Fire at the Max Part 1 (episode 90)
Fire at the Max Part 2 (episode 91)",The New Class - Season 4,1293753600,,
3.0,True,"02 20, 2015",A26FRGMW71X12N,6304642946,{'Format:': ' Amazon Video'},Lamplighter,"This performance exhibits Richard Pryor's genius at depicting the ironic and pathetic side of the black experience he clearly knew first hand. It is very raw and affecting, and so not very enjoyable as comedy. As a tragic performance it is first rate.",Strong stuff,1424390400,,
